,text
371,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
372,Wif my family booking tour package.
373,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
374,Aight sorry I take ten years to shower. What's the plan?
375,Ok then u tell me wat time u coming later lor.
376,I anything lor.
377,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
378,Or just do that 6times
379,Happy birthday... May all ur dreams come true...
380,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
381,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
382,Ya it came a while ago
383,"Awesome, text me when you're restocked"
384,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
385,Yup. Thk of u oso boring wat.
386,Wat uniform? In where get?
387,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
388,"Sorry, I'll call later"
389,Anytime...
390,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
391,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
392,Even if he my friend he is a priest call him now
393,No probably  &lt;#&gt; %.
394,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
395,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
396,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
397,"Oops I did have it,  &lt;#&gt; ?"
398,Im done. Just studyn in library
399,No problem baby. Is this is a good time to talk? I called and left a message.
400,Yo dude guess who just got arrested the other day
401,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
402,Thanks  and ! Or bomb and date as my phone wanted to say! 
403,"Hi elaine, is today's meeting confirmed?"
404,K.k..how is your sister kids?
405,Nice talking to you! please dont forget my pix :) i want to see all of you...
406,"Damn, poor zac doesn't stand a chance"
407,"That's fine, have him give me a call if he knows what he wants or has any questions"
408,Love you aathi..love u lot..
409,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
410,when you and derek done with class?
411,No. Thank you. You've been wonderful
412,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
413,What's the significance?
414,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
415,"Well, I meant as opposed to my drunken night of before"
416,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
417,... Are you in the pub?
418,Hasn't that been the pattern recently crap weekends?
419,Prakesh is there know.
420,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
421,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
422,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
423,Great! How is the office today?
424,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
425,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
426,Dunno lei shd b driving lor cos i go sch 1 hr oni.
427,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
428,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
429,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
430,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
431,"It could work, we'll reach a consensus at the next meeting"
432,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
433,Wait.i will come out.. &lt;#&gt;  min:)
434,Ok... Ur typical reply...
435,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
436,Thats cool. i liked your photos. You are very sexy!
437,"Pity, * was in mood for that. So...any other suggestions?"
438,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
439,Got it! It looks scrumptious... daddy wants to eat you all night long!
440,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.
441,Ill be there on  &lt;#&gt;  ok.
442,Apart from the one i told you about yesterday?
443,What happen dear. Why you silent. I am tensed
444,Prabha..i'm soryda..realy..frm heart i'm sory
445,Hi mom we might be back later than  &lt;#&gt; 
446,"I noe la... U wana pei bf oso rite... K lor, other days den..."
447,Should I tell my friend not to come round til like  &lt;#&gt; ish?
448,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
449,"sir, you will receive the account no another 1hr time. Sorry for the delay."
450,K:)k.are you in college?
451,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
452,Dont gimme that lip caveboy
453,I cant pick the phone right now. Pls send a message
454,Where are the garage keys? They aren't on the bookshelf
455,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
456,I hope you know I'm still mad at you.
457,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
458,I'm gonna rip out my uterus.
459,So when you gonna get rimac access 
460,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
461,Got meh... When?
462,K..k..any special today?
463,We'll join the  &lt;#&gt;  bus
464,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...
465,I asked sen to come chennai and search for job.
466,K do I need a login or anything
467,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
468,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
469,"Sorry, I'll call later"
470,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
471,Yup... From what i remb... I think should be can book... 
472,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
473,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
474,When did dad get back.
475,Boo. How's things? I'm back at home and a little bored already :-(
476,Remember on that day..
477,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
478,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
479,R u sure they'll understand that! Wine * good idea just had a slurp!
480,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
481,Midnight at the earliest
482,Home so we can always chat
483,Might ax well im there.
484,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
485,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
486,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
487,I think i am disturbing her da
488,Hey check it da. I have listed da.
489,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
490,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
491,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
492,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
493,What is this 'hex' place you talk of? Explain!
494,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
495,WHAT TIME U WRKIN?
496,Ok. Me watching tv too.
497,He says hi and to get your ass back to south tampa (preferably at a kegger)
498,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
499,Just sent it. So what type of food do you like?
500,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!"
501,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
502,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
503,"There're some people by mu, I'm at the table by lambda"
504,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
505,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
506,Are you not around or just still asleep? :V
507,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
508,Play w computer? Aiyah i tok 2 u lor?
509,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
510,There's no point hangin on to mr not right if he's not makin u happy
511,Have you got Xmas radio times. If not i will get it now
512,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
513,East coast
514,I not at home now lei...
515,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
516,So when do you wanna gym harri
517,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
